cluster,label,coherence,n_docs,n_words
-1,"network, neural, deep, image, machine, feature, classification, detection, algorithm, system",0.23709066559170777,21203,50
0,"time, network, neural, sery, prediction, forecasting, deep, machine, process, classification",0.3061538691683817,1213,50
1,"recommendation, user, system, ranking, recommender, item, collaborative, online, filtering, neural",0.232767010368224,1122,50
2,"adversarial, network, detection, attack, deep, neural, machine, privacy, training, system",0.2522218561944687,2064,50
3,"neural, language, network, word, text, machine, speech, translation, semantic, english",0.2724530203916858,10529,50
4,"algorithm, problem, search, evolutionary, planning, genetic, time, solution, evolution, heuristic",0.22649874703478293,1502,50
5,"reinforcement, policy, deep, algorithm, bandit, game, agent, control, markov, network",0.22614990820262842,4877,50
6,"generative, adversarial, network, gan, image, deep, training, style, variational, neural",0.18676141161320245,1630,50
7,"face, image, recognition, network, visual, facial, video, deep, neural, feature",0.20821754707957507,2778,50
8,"network, image, neural, deep, convolutional, segmentation, cnn, classification, algorithm, detection",0.22656453763604056,25874,50
9,"bayesian, causal, network, inference, markov, variable, algorithm, structure, graph, belief",0.1984264901742126,1250,50
10,"set, programming, problem, semantic, constraint, logic, reasoning, theory, system, ontology",0.17660076130499455,2162,50
